text,clean_text,intent,source
berarti udh gak timbul lagi kan,berarti udh gak timbul lagi kan,lainnya,master_wa
Bg bisa tf?,bg bisa tf,lainnya,master_wa
Kak lokasi pastinya di belah mane ye?,kak lokasi pastinya di belah mane ye,lainnya,kuesioner_dialek
Bg bukak dari jam berape besok?,bg bukak dari jam berape besok,lainnya,kuesioner_dialek
terimakasih kak,terimakasih kak,lainnya,master_wa
setelah matkul saya bawa ya bg,setelah matkul saya bawa ya bg,lainnya,master_wa
Info aja bg kalau ada laptop yg harga 2 juta ya,info aja bg kalau ada laptop yg harga juta ya,lainnya,master_wa
Bearti masalah laptopnya di processor ya,bearti masalah laptopnya di processor ya,lainnya,master_wa
Bang laptop saya gimna?,bang laptop saya gimna,lainnya,master_wa
Laptopnya,laptopnya,lainnya,master_wa
Alhamdulillah syukurlah kak klo bgitu🥹,alhamdulillah syukurlah kak klo bgitu,lainnya,master_wa
iya kak,iya kak,lainnya,master_wa
Kan tk pernah d sentoh dri abg betulkan kmren tu,kan tk pernah d sentoh dri abg betulkan kmren tu,lainnya,master_wa
mau minta tolong liatkan lagi,mau minta tolong liatkan lagi,lainnya,master_wa
buka sampai jam berapa bang,buka sampai jam berapa bang,lainnya,master_wa
Td saye taruh dstu si bg,td saye taruh dstu si bg,lainnya,master_wa
gausah kalik ya cmn 1 doang,gausah kalik ya cmn doang,lainnya,master_wa
Malam kak,malam kak,lainnya,master_wa
bg kenapa laptop gini lagi ya,bg kenapa laptop gini lagi ya,lainnya,master_wa
gpp,gpp,lainnya,master_wa
Aku ambil aja bang,aku ambil aja bang,lainnya,master_wa
"bang kemarin pas adik saya buka laptop touchpadny gabisa pake,kenapa ya?",bang kemarin pas adik saya buka laptop touchpadny gabisa pakekenapa ya,lainnya,master_wa
Pengerjaan nya,pengerjaan nya,lainnya,master_wa
Kalau udh tf nanti saye kirimkan bukti nye bang,kalau udh tf nanti saye kirimkan bukti nye bang,lainnya,master_wa
tokooo tutup jam brpaa yaa minn,tokooo tutup jam brpaa yaa minn,lainnya,kuesioner_dialek
Di keluarin aja,di keluarin aja,lainnya,master_wa
Bg saye ndk bwa nota ni ndk ape ke ngambek e,bg saye ndk bwa nota ni ndk ape ke ngambek e,lainnya,master_wa
Makasi bang,makasi bang,lainnya,master_wa
Tf kmna bg?,tf kmna bg,lainnya,master_wa
Berapa semuanya ongkosnya bang,berapa semuanya ongkosnya bang,lainnya,master_wa
skrg masih buka kh bng,skrg masih buka kh bng,lainnya,master_wa
malam ya,malam ya,lainnya,master_wa
Alaaa bangg,alaaa bangg,lainnya,master_wa
gmn maksud ny tu bg?,gmn maksud ny tu bg,lainnya,master_wa
Bg apakah sudah bisa di ambil?,bg apakah sudah bisa di ambil,lainnya,master_wa
Tes kak,tes kak,lainnya,master_wa
Jdi gmne,jdi gmne,lainnya,master_wa
Nda ade saye ape2 kan padahal,nda ade saye ape kan padahal,lainnya,master_wa
bisa nego ga kk,bisa nego ga kk,lainnya,master_wa
Permisi bang,permisi bang,lainnya,master_wa
Sya pikir2 dlu bu,sya pikir dlu bu,lainnya,master_wa
Bang saya ambil hari minggu atau senin ya bang soal ny lagi ndk ada di ponti,bang saya ambil hari minggu atau senin ya bang soal ny lagi ndk ada di ponti,lainnya,master_wa
laptop udah k bang,laptop udah k bang,lainnya,master_wa
Kalau instal ulang nda hilangkan file’nye bg,kalau instal ulang nda hilangkan filenye bg,lainnya,master_wa
"Sbntr ya, sdh di ayani",sbntr ya sdh di ayani,lainnya,master_wa
Bang mun nak betolkan laptop kire-kire sampai jam berape?,bang mun nak betolkan laptop kirekire sampai jam berape,lainnya,kuesioner_dialek
waalaikumsalam,waalaikumsalam,lainnya,master_wa
Bisa kurang gak kak?,bisa kurang gak kak,lainnya,master_wa
Harganye tak bise kurang sikit ke bg?,harganye tak bise kurang sikit ke bg,lainnya,kuesioner_dialek
"sip, tolong sekali ye bg 🙏🏻🙏🏻🙏🏻",sip tolong sekali ye bg,lainnya,master_wa
Id upgrade Jak bg,id upgrade jak bg,lainnya,master_wa
"Bg nnti info ye bg kalau udah.
Saye yg tadi nih bg",bg nnti info ye bg kalau udah saye yg tadi nih bg,lainnya,master_wa
kl tinggal 27 itu pemakaian masih brp lama bang,kl tinggal itu pemakaian masih brp lama bang,lainnya,master_wa
misi bang,misi bang,lainnya,master_wa
"Mahal gak ye, nd bise kurng ke min",mahal gak ye nd bise kurng ke min,lainnya,kuesioner_dialek
Nggak bisa ya berarti,nggak bisa ya berarti,lainnya,master_wa
Berapa lama biasenye ngerjekan itu bang?,berapa lama biasenye ngerjekan itu bang,lainnya,kuesioner_dialek
Brp casingnya,brp casingnya,lainnya,master_wa
Baterainya gak bisa dicas,baterainya gak bisa dicas,lainnya,master_wa
Ngerjekannye berape ari bang?,ngerjekannye berape ari bang,lainnya,kuesioner_dialek
agak sorean nnti ya kk,agak sorean nnti ya kk,lainnya,master_wa
jdi mslah ny ap bang biaya ny brpa,jdi mslah ny ap bang biaya ny brpa,lainnya,master_wa
yg proposal penelitian lada jak,yg proposal penelitian lada jak,lainnya,master_wa
iyaa kak,iyaa kak,lainnya,master_wa
Cman d pencet gtu jk k bng,cman d pencet gtu jk k bng,lainnya,master_wa
"800, bisa nd bang",bisa nd bang,lainnya,kuesioner_dialek
Permisi,permisi,lainnya,master_wa
550 berati ya,berati ya,lainnya,master_wa
ayamayam,ayamayam,lainnya,master_wa
kl sudah ada infonya kabarin ya kak,kl sudah ada infonya kabarin ya kak,lainnya,master_wa
0987 bang,bang,lainnya,master_wa
Kurengkan sikit bah bang hargenye,kurengkan sikit bah bang hargenye,lainnya,kuesioner_dialek
Bg hargenye bise dipaskan agik ndak?,bg hargenye bise dipaskan agik ndak,lainnya,kuesioner_dialek
"Baru gitu kah bg depannya, nda pakai yang patah itu lagi ya bg ? Oke bg,  ntr saya nanya ortu dulu ya bg Jadi kalau dengan cas ni 650 ya bg Ini nda bisa kurang lagi kah bg",baru gitu kah bg depannya nda pakai yang patah itu lagi ya bg oke bg ntr saya nanya ortu dulu ya bg jadi kalau dengan cas ni ya bg ini nda bisa kurang lagi kah bg,lainnya,suplemen_manual
Potong 50 ribu bise lah ye bang?,potong ribu bise lah ye bang,lainnya,kuesioner_dialek
"bg kn kmrn saya nd pakai laptop sy trs pas baru saya pakai hri ini die tu tetap blue screen bg, nah itu tu knp ya",bg kn kmrn saya nd pakai laptop sy trs pas baru saya pakai hri ini die tu tetap blue screen bg nah itu tu knp ya,lainnya,master_wa
selesai ibadah saya ambil,selesai ibadah saya ambil,lainnya,master_wa
Iye bang,iye bang,lainnya,master_wa
sudah bnv,sudah bnv,lainnya,master_wa
Bise nego ndak tu kak?,bise nego ndak tu kak,lainnya,kuesioner_dialek
Ndak bise turun ke hargenye bang?,ndak bise turun ke hargenye bang,lainnya,kuesioner_dialek
soalny dikapuas hulu bang,soalny dikapuas hulu bang,lainnya,master_wa
Gada bang hm,gada bang hm,lainnya,master_wa
Bise potong harga ndak pak?,bise potong harga ndak pak,lainnya,kuesioner_dialek
bg ad biaya tambahan gk,bg ad biaya tambahan gk,lainnya,master_wa
kira-kira udahnya berapa lama ni kak?,kirakira udahnya berapa lama ni kak,lainnya,kuesioner_dialek
"BEGIN:VCARD
VERSION:3.0
N:;Brother Pai;;;
FN:Brother Pai 
TEL;type=CELL;type=VOICE;waid=6281156701235:+62 811-5670-1235
END:VCARD",beginvcard version nbrother pai fnbrother pai teltypecelltypevoicewaid endvcard,lainnya,master_wa
Instal ulang brp bang?,instal ulang brp bang,lainnya,master_wa
Tutup jam brp,tutup jam brp,lainnya,master_wa
dikirim aja,dikirim aja,lainnya,master_wa
Pak estimasi beresnye kire-kire lamak tak?,pak estimasi beresnye kirekire lamak tak,lainnya,kuesioner_dialek
"Bng, gmn lptop sy",bng gmn lptop sy,lainnya,master_wa
Kak lokasi pastinya di belah mane ye?,kak lokasi pastinya di belah mane ye,lainnya,kuesioner_dialek
Bang untuk pengecas nye tu Ade endk sekalian jual penyambung nye tu,bang untuk pengecas nye tu ade endk sekalian jual penyambung nye tu,lainnya,master_wa
gabisa juga bang,gabisa juga bang,lainnya,master_wa
bise dibenarkan nd bg laptopnye,bise dibenarkan nd bg laptopnye,lainnya,master_wa
permisi kak,permisi kak,lainnya,master_wa
"Katanya udh dibongkar BG, soalnya segelnya dh kebuka?",katanya udh dibongkar bg soalnya segelnya dh kebuka,lainnya,master_wa
Iya bang,iya bang,lainnya,master_wa
brp bang kalau keyboard,brp bang kalau keyboard,lainnya,master_wa
ada biaya tambahan lg kah,ada biaya tambahan lg kah,lainnya,master_wa
Tadi gak keburu jdi krja dulu,tadi gak keburu jdi krja dulu,lainnya,master_wa
Kira-kira berapa hari tu kak?,kirakira berapa hari tu kak,lainnya,kuesioner_dialek
Berapa lama biasenye ngerjekan itu bang?,berapa lama biasenye ngerjekan itu bang,lainnya,kuesioner_dialek
ntr kalau mau ambil saya kabarin ya kak,ntr kalau mau ambil saya kabarin ya kak,lainnya,master_wa
Di titip di sana aja dl.. Gpp kan,di titip di sana aja dl gpp kan,lainnya,master_wa
"halo kak, waktunya berapa hari ya kak kira kira?",halo kak waktunya berapa hari ya kak kira kira,lainnya,master_wa
Masih lama kah download nya bang,masih lama kah download nya bang,lainnya,master_wa
Iya,iya,lainnya,master_wa
Ngerjekannye berape ari bang?,ngerjekannye berape ari bang,lainnya,kuesioner_dialek
Hari minggu buka ga tempat nya?,hari minggu buka ga tempat nya,lainnya,master_wa
Iya bang,iya bang,lainnya,master_wa
buka sampai jam brp min,buka sampai jam brp min,lainnya,kuesioner_dialek
Masih suke mati k?,masih suke mati k,lainnya,master_wa
Owh gituu,owh gituu,lainnya,master_wa
bg saya tf byr ny,bg saya tf byr ny,lainnya,master_wa
Tibe2 bise die,tibe bise die,lainnya,master_wa
bang jam berapa tutup ?,bang jam berapa tutup,lainnya,master_wa
Indra dari jabacom,indra dari jabacom,lainnya,master_wa
sip,sip,lainnya,master_wa
bang laptop tadi gaada sandi kan,bang laptop tadi gaada sandi kan,lainnya,master_wa
Bang,bang,lainnya,master_wa
Jam 9 saye plg bg..mungkin smpai di stu jam 9 lewat gtu bg..,jam saye plg bgmungkin smpai di stu jam lewat gtu bg,lainnya,master_wa
Mau bang,mau bang,lainnya,master_wa
Ye,ye,lainnya,master_wa
650 ya,ya,lainnya,master_wa
Untuk nyimpan file aja jga sih,untuk nyimpan file aja jga sih,lainnya,master_wa
Buka sampe jam berapa bg,buka sampe jam berapa bg,lainnya,master_wa
gapapa,gapapa,lainnya,master_wa
Sampai jam berape biase selese tu?,sampai jam berape biase selese tu,lainnya,kuesioner_dialek
Turunkan sikit bise lah bang hargenye?,turunkan sikit bise lah bang hargenye,lainnya,kuesioner_dialek
"keyboard nye saye benarkan bang, kalau saye tukar tambah dngn laptop yg 2.500 nambah brp kire kire bang?",keyboard nye saye benarkan bang kalau saye tukar tambah dngn laptop yg nambah brp kire kire bang,lainnya,master_wa
bntr ye bang maaf sy tnya ibu sy dlu🙏🏻,bntr ye bang maaf sy tnya ibu sy dlu,lainnya,master_wa
Berapa lama biasenye ngerjekan itu bang?,berapa lama biasenye ngerjekan itu bang,lainnya,kuesioner_dialek
wa nya jak yang dak bise,wa nya jak yang dak bise,lainnya,master_wa
kalo service baterai laptop asus bisa min?,kalo service baterai laptop asus bisa min,lainnya,master_wa
Tapi di laptop lain mau,tapi di laptop lain mau,lainnya,master_wa
Bg nnti malam bukak ndak?,bg nnti malam bukak ndak,lainnya,kuesioner_dialek
Ngape wa nye nda bise di buka ke,ngape wa nye nda bise di buka ke,lainnya,master_wa
Bise nego ndak tu kak?,bise nego ndak tu kak,lainnya,kuesioner_dialek
misi bang udah selesai kah bang ?,misi bang udah selesai kah bang,lainnya,master_wa
Udah bisa di ambil kah bg laptop nya?,udah bisa di ambil kah bg laptop nya,lainnya,master_wa
Alamat lengkapnye di jalan ape ye bang?,alamat lengkapnye di jalan ape ye bang,lainnya,kuesioner_dialek
Jam 5 saya otw kesana bg,jam saya otw kesana bg,lainnya,master_wa
"siap kak, nnti balik kesini lagi saya ambil nya kk",siap kak nnti balik kesini lagi saya ambil nya kk,lainnya,master_wa
Jadi ape Nye lah bang,jadi ape nye lah bang,lainnya,master_wa
Siap bg,siap bg,lainnya,master_wa
"Anda belum memiliki aplikasi myIM3 untuk mengaktifkan perlindungan Anti Spam dan Scam dari SATSPAM+. Harap mendownload aplikasi myIM3 untuk mengaktifkan layanan, tanpa biaya apapun.",anda belum memiliki aplikasi myim untuk mengaktifkan perlindungan anti spam dan scam dari satspam harap mendownload aplikasi myim untuk mengaktifkan layanan tanpa biaya apapun,lainnya,master_wa
Ram nya Cuma 2,ram nya cuma,lainnya,master_wa
Yg ini🙏🏻,yg ini,lainnya,master_wa
malam min,malam min,lainnya,master_wa
"Bg, nnti info jam berape bise diambil ye.",bg nnti info jam berape bise diambil ye,lainnya,kuesioner_dialek
Kira-kira berapa hari tu kak?,kirakira berapa hari tu kak,lainnya,kuesioner_dialek
Saya dari reformasi,saya dari reformasi,lainnya,master_wa
min sy mau jual laptop bisa ka,min sy mau jual laptop bisa ka,lainnya,master_wa
yg ndk full nye k bang,yg ndk full nye k bang,lainnya,master_wa
itu yg dri jakarta blm konfirmasi ya?,itu yg dri jakarta blm konfirmasi ya,lainnya,master_wa
Iyaa bg,iyaa bg,lainnya,master_wa
Kira Kira minggu udh bisa di ambil engak bang?,kira kira minggu udh bisa di ambil engak bang,lainnya,master_wa
Sama casan lama tu dibalikkan kah?,sama casan lama tu dibalikkan kah,lainnya,master_wa
bg bisa qris/tf nd?,bg bisa qristf nd,lainnya,master_wa
"Tapi dah di matikan kkye idupkan bagus agek, tapi Jak Daan lamak bang paling 10/20 manit kkye lakat agek gie",tapi dah di matikan kkye idupkan bagus agek tapi jak daan lamak bang paling manit kkye lakat agek gie,lainnya,master_wa
makasih banyak🙏🏻🙏🏻🙏🏻,makasih banyak,lainnya,master_wa
tetap yg kmrn bg,tetap yg kmrn bg,lainnya,master_wa
Tunggu dulu hujannya redah ya mba,tunggu dulu hujannya redah ya mba,lainnya,master_wa
Kira–kira kapan bisa diambil pak?,kirakira kapan bisa diambil pak,lainnya,master_wa
terus gimana ya kak?,terus gimana ya kak,lainnya,master_wa
"Permisi bang,ni laptop sinyal nya lemot,trs wifi nya sering tersambung ulang,sering disconnect, padahall wifi saya pake di hp lancar""aja ntar sore bisa kah bang saya bawa laptop nya di sana,buat di seting""biar gak lemot Singal nya",permisi bangni laptop sinyal nya lemottrs wifi nya sering tersambung ulangsering disconnect padahall wifi saya pake di hp lancaraja ntar sore bisa kah bang saya bawa laptop nya di sanabuat di setingbiar gak lemot singal nya,lainnya,master_wa
Yg juta aja bg,yg juta aja bg,lainnya,master_wa
nd bise kurang ke bang,nd bise kurang ke bang,lainnya,master_wa
bise ke abng cek kan lcd nye sekalian,bise ke abng cek kan lcd nye sekalian,lainnya,master_wa
Hrus instalnulang lagi la ye ?,hrus instalnulang lagi la ye,lainnya,master_wa
Pagi. Apa sdh selesai.,pagi apa sdh selesai,lainnya,master_wa
"Waduh ada solusi lain gk ya? 
Bahan kerjaan disitu semua",waduh ada solusi lain gk ya bahan kerjaan disitu semua,lainnya,master_wa
"Maaf Sya Mau Tanya,,",maaf sya mau tanya,lainnya,master_wa
udah lama ga dihidupin si,udah lama ga dihidupin si,lainnya,master_wa
kira² jam 3an selesai nd bang,kira jam an selesai nd bang,lainnya,master_wa
Windows 11 kan ya?,windows kan ya,lainnya,master_wa
cm mau ambil file aj,cm mau ambil file aj,lainnya,master_wa
Kehapus kayanya,kehapus kayanya,lainnya,master_wa
Ada mines nya gak bang,ada mines nya gak bang,lainnya,master_wa
Iya gitu aja deh mba,iya gitu aja deh mba,lainnya,master_wa
bayarnya bisa transfer nda bang,bayarnya bisa transfer nda bang,lainnya,master_wa
Kira2 tutup ny jam berapa ya bang?,kira tutup ny jam berapa ya bang,lainnya,master_wa
Kalo ari minggu kitak bukak ndak bang?,kalo ari minggu kitak bukak ndak bang,lainnya,kuesioner_dialek
Oo iya permisi ya bang kalau hari ini mungkin saya blm bisa ngambil soalnya lagi pergi ngk di pontianak,oo iya permisi ya bang kalau hari ini mungkin saya blm bisa ngambil soalnya lagi pergi ngk di pontianak,lainnya,master_wa
ini notany bang,ini notany bang,lainnya,master_wa
masih di kantor,masih di kantor,lainnya,master_wa
"Siap, ditunggu infonya",siap ditunggu infonya,lainnya,master_wa
Sampai jam berape biase selese tu?,sampai jam berape biase selese tu,lainnya,kuesioner_dialek
Bise ambil mlm ni kn bg?,bise ambil mlm ni kn bg,lainnya,master_wa
Bise potong harga ndak pak?,bise potong harga ndak pak,lainnya,kuesioner_dialek
Jam 7 lewat nnti saya kesana bang ambilnya,jam lewat nnti saya kesana bang ambilnya,lainnya,master_wa
Saye bru balek dri ketapang soal ny bg,saye bru balek dri ketapang soal ny bg,lainnya,master_wa
saya di supadio soalnya,saya di supadio soalnya,lainnya,master_wa
Turunkan sikit bise lah bang hargenye?,turunkan sikit bise lah bang hargenye,lainnya,kuesioner_dialek
Iya bang jdi,iya bang jdi,lainnya,master_wa
nanti malam saya ambil,nanti malam saya ambil,lainnya,master_wa
Kk,kk,lainnya,master_wa
Bise nego ndak tu kak?,bise nego ndak tu kak,lainnya,kuesioner_dialek
Iye bg,iye bg,lainnya,master_wa
die misal sy kek tinggal bntr tu kan nah trs die blue screen lg bg,die misal sy kek tinggal bntr tu kan nah trs die blue screen lg bg,lainnya,master_wa
1200000 tak dapat sama pengecas ya bng,tak dapat sama pengecas ya bng,lainnya,master_wa
Balom sampat,balom sampat,lainnya,master_wa
"Maaf bang mau tanya, laptop nya gimna ya bg?",maaf bang mau tanya laptop nya gimna ya bg,lainnya,master_wa
Mesin nya kenapa bg?,mesin nya kenapa bg,lainnya,master_wa
Klw bisa semua semuanya si kak hm,klw bisa semua semuanya si kak hm,lainnya,master_wa
Ohh gitu ya bangg,ohh gitu ya bangg,lainnya,master_wa
untuk speker sama mesin nya ?,untuk speker sama mesin nya,lainnya,master_wa
makasih banyak yaa bangggg,makasih banyak yaa bangggg,lainnya,master_wa
Kalau service printer disini bisa juga gak bg?,kalau service printer disini bisa juga gak bg,lainnya,master_wa
